CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,NAME,DESCRIPTN,ADDRESS,ALIAS_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,FACEBOOK,PRODUCT_ID,PROD_GRP,TRSM_AREA,TWITTER,SHAPE,SEQ_ID,X,Y
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1606,Freedom Flight Park,Skydiving & Gliding ;,"249 Mabel Lake Road, Lumby, BC",249 Mabel Lake Road,249 Mabel Lake Road,V0E2G5,Lumby,,,,http://www.freedomflightschool.com,,50.2679521,-118.9640872,Flightseeing Tours ; ,20181201072716,,https://www.facebook.com/FreedomFlightPark?fref=ts,4595159,Activity / Attraction,Thompson Okanagan, ,,2651,1500657.1450000012,608493.6959999893
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1607,Fresh Adventures,Skiing & Snowboarding ;,"999 Canada Place, Vancouver, BC",545  Alexander Dr,999 Canada Place,V6C3T4,Vancouver,,,,www.freshadventures.ca,,49.2726079,-124.8529911,Hiking - Hiking ; Walking Tours ; Sightseeing Tours ; ,20181201072716,,http://www.facebook.com/freshadventures.ca,4591153,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/getfreshcanada,,1471,1083542.2469999995,473594.8699999973
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1608,Gabriola Island Visitor Centre,Visitor Services ;,"6 480 North Rd, Gabriola Island, BC","6 480 North Rd, Gabriola Island, BC",6 480 North Rd,V0R1X0,Gabriola Island,,,,www.gabriolaisland.org,,49.1763171,-123.8528595,,20181201072718,,http://www.facebook.com/Gabriola-Island-Visitor-Centre-134432499993045,4547927,Activity / Attraction,Vancouver Island, ,,3251,1156694.0079999994,464596.0940000005
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1609,Gallagher's Canyon Golf & Country Club,Golf - Golf Courses ;,"4320 Gallagher's Dr W, Kelowna, BC",4320 Gallagher's Dr W,4320 Gallagher's Dr W,V1W3Z9,Kelowna,,,,www.golfbc.com,,49.840809,-119.37906699999999,,20181201072716,,http://www.facebook.com/gallagherscanyon,4567074,Golf Courses,Thompson Okanagan,http://twitter.com/gallaghersgolf,,2623,1475654.4959999993,558338.6879999954
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1610,Garibaldi Provincial Park,Parks - Provincial ;,"Off Hwy 99, Squamish, BC",PO Box 9398 Stn Prov Govt,Off Hwy 99,V8W9M9,Squamish,,,,,,49.7880018,-122.7590466,,20181201072716,,http://www.facebook.com/YourBCParks,4544846,Activity / Attraction,Vancouver Coast and Mountains, ,,2591,1233360.446,535549.7600000044
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1611,Garry Oaks Winery,Wineries ;,"1880 Fulford-Ganges Rd, Salt Spring Island, BC",1880 Fulford-Ganges Rd,1880 Fulford-Ganges Rd,V8K2A5,Salt Spring Island,,,,GarryOaksWinery.com,,48.7923043,-123.4990655,,20181201072717,, ,4547644,Activity / Attraction,Vancouver Island, ,,2465,1184009.6300000015,422820.2779999962
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1612,Gehringer Brothers Estate Winery,Wineries ;,"876 Rd 8, Oliver, BC",S23 C4 RR1,876 Rd 8,V0H1T0,Oliver,,,,http://www.gehringerwines.ca,,49.008437,-118.778255,,20181201072718,,https://www.facebook.com/pages/Gehringer-Brothers-Estate-Winery/179125475441797,4544534,Activity / Attraction,Thompson Okanagan,https://twitter.com/gb_wines,,3507,1528094.6209999993,470530.8710000003
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1613,George Little House,Historic & Heritage Sites ;,"3100 Kalum St, Terrace, BC",3100 Kalum St,3100 Kalum St,V8G4L1,Terrace,,,,,,54.514365,-128.586707,,20181201072717,,https://www.facebook.com/pages/George-Little-House/212599968771636,4542941,Activity / Attraction,Northern British Columbia, ,,3147,832969.3750000005,1060073.3500000006
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1614,Giant Head Estate Winery,Wineries ;,"4307 Gartrell Road, Summerland, BC",4307 Gartrell Road,4307 Gartrell Road,V0H1Z4,Summerland,,,,www.giantheadwinery.com/,,49.576555,-119.645552,,20181201072716,,https://www.facebook.com/giantheadestatewinery,4601629,Activity / Attraction,Thompson Okanagan,https://twitter.com/giantheadwinery?lang=en,,2395,1459196.2349999992,527321.4790000021
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1615,Gibsons Visitor Centre,Visitor Services ;,"417 Marine Dr, Gibsons, BC","417 Marine Dr, Gibsons, BC",417 Marine Dr,V0N1V0,Gibsons,,,,www.gibsonschamber.com,,49.401938,-123.505027,,20181201072716,,https://www.facebook.com/gibsonsvisitorinfo,4548020,Activity / Attraction,Vancouver Coast and Mountains, ,,2615,1181184.964,490482.9339999994
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1616,Gillespie's Fine Spirits - Craft Distillery,"Breweries, Distilleries & Cideries ;","8-38918 Progress Way, Squamish, BC",8-38918 Progress Way,8-38918 Progress Way,V8B0K7,Squamish,,,,www.gillespiesfinespirits.com,,49.7151939,-123.1490024,,20181201072717,,https://www.facebook.com/GillespiesFineSpirits/,4608846,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/gillespies1,,2991,1205624.3749999995,526252.5549999978
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1617,Glacier Air,Flightseeing Tours ;,"46001 Government Rd, Squamish, BC",PO Box 2014,46001 Government Rd,V0N1H0,Squamish,,,,www.glacierair.com,,49.7821508,-123.1598067,Sightseeing Tours ; Airlines & Charters ; ,20181201072717,,https://www.facebook.com/GlacierAir,4545053,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/GlacierAir,,2869,1204546.9330000007,533660.2199999997
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1618,Glacier National Park,Parks - National ;,"80 Km West Of Golden, Golden, BC","80 Km West Of Golden, Golden, BC",80 Km West Of Golden,V0A1H0,Golden,,,,www.pc.gc.ca,,51.2670707,-117.487793,Hiking - Hiking ; ,20181201072716,,http://www.facebook.com/parkscanada,4555684,Activity / Attraction,Kootenay Rockies,http://www.twitter.com/ParksCanada,,1893,1591900.539999999,730459.3520000009
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1619,Glacier Raft Company,River Rafting ;,"612 - 7th St N, Golden, BC",612 7 St N,612 - 7th St N,V0A1H0,Golden,,,,www.glacierraft.com,,51.3014549,-116.971221,Kayaking & Canoeing - Lake ; Wildlife Viewing - Bird Watching ; Kayaking & Canoeing - River ; ,20181201072717,,http://www.facebook.com/Glacier.Raft,4566068,Activity / Attraction,Kootenay Rockies,http://twitter.com/GlacierRaft_com,,2657,1627144.0680000007,738708.1569999987
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1620,Gladstone Provincial Park,Parks - Provincial ;,"20 Km Northeast Of Grand Forks, Grand Forks, BC","4th Floor, 2975 Jutland Road",20 Km Northeast Of Grand Forks,V0H1H0,Grand Forks,,,,www.bcparks.ca,,49.0437194,-118.2231903,,20181201072718,,http://www.facebook.com/YourBCParks,4552316,Activity / Attraction,Thompson Okanagan, ,,3465,1568096.8860000002,478725.3330000015
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1621,Glen Valley Stables,Horseback Riding ;,"1255 208 St, Langley, BC",8045 252 St,1255 208 St,V2Z1E4,Langley,,,,www.glenvalleystables.com,,49.0242059,-122.6471444,,20181201072717,,https://www.facebook.com/glenvalley.stables,4587091,Activity / Attraction,Vancouver Coast and Mountains, ,,2715,1245430.7029999997,451135.61099999957
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1622,Glenterra Vineyards,Wineries ;,"3897 Cobble Hill Rd, Cobble Hill, BC",3897 Cobble Hill Rd,3897 Cobble Hill Rd,V0R1L5,Cobble Hill,,,,www.glenterravineyards.com,,48.702855,-123.607674,,20181201072716,,https://www.facebook.com/pages/Glenterra-Vineyards/246136065480341,4555781,Activity / Attraction,Vancouver Island,https://twitter.com/glenterra,,1727,1176357.2620000003,412618.9070000034
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1623,Go With The Flow Adventures Luxury Kayaking,Kayaking & Canoeing - Ocean ;,"1489 Schooner Rd, Heriot Bay, BC","1489 Schooner Rd, Heriot Bay, BC",1489 Schooner Rd,V0P1H0,Heriot Bay,,,,www.kayakingbritishcolumbia.com,,50.2458876,-125.1610565,Sightseeing Tours ; Wildlife Viewing - Other ; ,20181201072717,,https://www.facebook.com/Kayaking.Tours.BC,4580569,Activity / Attraction,Vancouver Island, ,,2953,1059823.1139999998,581492.7809999976
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1624,Goin Coastal Fishing Charters,Fishing - Saltwater ;,"6971 West Coast Rd, Sooke, BC",1574 Whiffen Spit Rd,6971 West Coast Rd,V9Z0A1,Sooke,,,,www.goincoastalfishing.com,,48.3664582,-123.7337551,Cruises & Boat Tours ; ,20181201072718,,https://www.facebook.com/Goin-Coastal-Fishing-Charters-232246006831191/,4608380,Activity / Attraction,Vancouver Island, ,,3447,1168261.0659999992,374997.8120000018
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1625,Gold Hill Winery,Wineries ;,"29014 Hwy 97, Osoyoos, BC",29014 Hwy 97,29014 Hwy 97,V0H1V0,Osoyoos,,,,www.goldhillwinery.com,,49.0369846,-119.4780266,,20181201072716,, ,4573534,Activity / Attraction,Thompson Okanagan,https://twitter.com/goldhillwinery,,1725,1476784.3390000002,468720.1699999999
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1626,Gold River Visitor Centre,Visitor Services ;,"Hwy 28 & Scout Lake Rd, Gold River, BC","Hwy 28 & Scout Lake Rd, Gold River, BC",Hwy 28 & Scout Lake Rd,V0P1G0,Gold River,,,,www.goldriver.ca,,49.7791837,-126.0519881,,20181201072718,, ,4547953,Activity / Attraction,Vancouver Island, ,,3557,996254.6400000007,529227.8630000008
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1627,Golden Ears Provincial Park,Parks - Provincial ;,"11 Km North Of Maple Ridge, Maple Ridge, BC","4th Flr, 2975 Jutland Rd",11 Km North Of Maple Ridge,V2W1X9,Maple Ridge,,,,www.bcparks.ca,,49.264219999999995,-122.5270844,,20181201072716,,http://www.facebook.com/YourBCParks,4545254,Activity / Attraction,Vancouver Coast and Mountains, ,,2111,1252904.683,478190.8149999976
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1628,Golden Golf Club,Golf - Golf Courses ;,"576 Golf Course Dr, Golden, BC","576 Golf Course Dr, Golden, BC",576 Golf Course Dr,V0A1H0,Golden,,,,www.golfgolden.com,,51.3316842,-117.0083427,Golf - Golf Driving Ranges ; ,20181201072716,,https://www.facebook.com/pages/Golden-Golf-Club/142220269130455,4547227,Golf Courses,Kootenay Rockies,https://twitter.com/GoldenGolfClub,,1973,1624152.8879999998,741720.4970000023
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1629,Golden Museum,Museums ;,"1302 11th Ave S, Golden, BC","1302 11th Ave S, Golden, BC",1302 11th Ave S,V0A1H0,Golden,,,,http://www.goldenbcmuseum.com,,51.2918428,-116.9614113,Historic & Heritage Sites ; ,20181201072716,,https://www.facebook.com/pages/Golden-Museum-and-Archives/150197378373720,4547679,Activity / Attraction,Kootenay Rockies, ,,2031,1627958.0969999982,737733.0230000056
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1630,Golden Otter Gallery,Art Galleries ;,"34 Nicol Street, Nanaimo, BC",34 Nicol Street,34 Nicol Street,V9R4S8,Nanaimo,,,,www.goldenottergallery.com,,49.1620859,-123.9344603,Artists ; Science & Nature ; ,20181201072718,,https://www.facebook.com/GoldenOtterGallery/,4610102,Activity / Attraction,Vancouver Island, ,,3509,1150786.7929999996,462838.5500000017
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1631,Goldstream Provincial Park,Parks - Provincial ;,"Hwy 1, 16 Km NW Of Victoria, Mill Bay, BC","Hwy 1, 16 Km NW Of Victoria, Mill Bay, BC","Hwy 1, 16 Km NW Of Victoria",V0R2P0,Mill Bay,,,,,,48.4865763,-123.5708714,,20181201072718,,http://www.facebook.com/YourBCParks,4545258,Activity / Attraction,Vancouver Island, ,,3081,1179892.7789999982,388719.70600000117
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1632,Golf Vancouver Island,Golf - Golf Tours ;,"1501 Haultain St, Victoria, BC",1501 Haultain St,1501 Haultain St,V8R2K1,Victoria,,,,GolfVancouverIsland.ca,,48.4621208,-123.4008833,Golf - Golf Courses ; ,20181201072716,,http://www.facebook.com/VIGolfTrail,4577875,Activity / Attraction,Vancouver Island,http://twitter.com/VIGolfTrail,,2627,1192575.6499999997,386454.73199999984
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1633,GolfInBritishColumbia.com,Golf - Golf Courses ;,"342 Scenic Drive, Coldstream, BC",342 Scenic Drive,342 Scenic Drive,V8R2K1,Coldstream,,,,www.golfinbritishcolumbia.com,,48.4359676,-123.3394886,Golf - Golf Driving Ranges ; Golf - Golf Tours ; ,20181201072717,,https://www.facebook.com/golfinbritishcolumbia,4581932,Activity / Attraction,Thompson Okanagan,https://twitter.com/golfinbc,,2731,1197231.4769999995,383723.61299999896
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1634,GPO Charters ltd.,Kayaking & Canoeing - Ocean ;,"200 Frigate Rd, Bamfield, BC",325 Bamfield Rd,200 Frigate Rd,V0R1B0,Bamfield,,,,www.gpocharters.com,,48.8257771,-125.1367229,Diving ; Fishing - Saltwater ; Wildlife Viewing - Whale Watching ; ,20181201072716,,https://www.facebook.com/gpocharters/,4601968,Activity / Attraction,Vancouver Island, ,,1297,1063483.0960000001,423673.2700000014
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1635,Grand Forks Airport (CZGF),Airports ;,"5980 - 2nd Street, Grand Forks, BC","5980 - 2nd Street, Grand Forks, BC",5980 - 2nd Street,V0H1H0,Grand Forks,,,,www.grandforks.ca/airport,,49.0162637,-118.4279521,,20181201072717,,https://www.facebook.com/gfkairport,4595445,Transportation,Thompson Okanagan,https://twitter.com/gfkairport,,3285,1553522.4419999998,474071.54799999855
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1636,Grand Forks Visitor Centre,Visitor Services ;,"524 Central Ave, Grand Forks, BC","524 Central Ave, Grand Forks, BC",524 Central Ave,V0H1H0,Grand Forks,,,,www.grandforksartgallery.com,,49.032668,-118.442145,,20181201072716,,https://www.facebook.com/grandforksvisitorcentre?ref=hl,4547999,Activity / Attraction,Thompson Okanagan,https://twitter.com/GFVisitorCenter,,1347,1552294.7229999998,475772.3540000003
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1637,Granisle Visitor Centre,Visitor Services ;,"3 Babine Dr, Granisle, BC","3 Babine Dr, Granisle, BC",3 Babine Dr,V0J1W0,Granisle,,,,www.granisle.net,,54.8725427,-126.1976098,,20181201072716,, ,4548280,Activity / Attraction,Northern British Columbia, ,,1457,987348.5839999999,1097019.9489999982
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1638,Granville Island,Markets - Public Market ;,"1661 Duranleau St, Vancouver, BC",1661 Duranleau St,1661 Duranleau St,V6H3S3,Vancouver,,,,www.granvilleisland.com,,49.272199,-123.135813,Art Galleries ; Shops & Malls ; ,20181201072718,,https://www.facebook.com/granvilleisland,4547354,Activity / Attraction,Vancouver Coast and Mountains, ,,3259,1208566.7489999996,477092.4289999949
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1639,Granville Island Boat Rentals,Power Boating & Jet Boating ;,"1696 Duranleau St, Vancouver, BC",1696 Duranleau St,1696 Duranleau St,V6H3S4,Vancouver,,,,www.boatrentalsvancouver.com,,49.2731285,-123.1362799,Fishing - Saltwater ; Cruises & Boat Tours ; Surfing & Water Sports ; ,20181201072717,,http://www.facebook.com/pages/Granville-Island-Boat-Rentals/139872672785087,4577162,Activity / Attraction,Vancouver Coast and Mountains,https://twitter.com/GIBoatRentals,,2947,1208528.5909999995,477194.24999999907
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1640,Grape Escapes Wine Tours,Wine Tours ;,"597 White Ave E, Penticton, BC",597 White Ave E,597 White Ave E,V2A1Y8,Penticton,,,,www.GrapeEscapes.ca,,49.495847999999995,-119.583206,"Bus / Coach / Shuttle ; Breweries, Distilleries & Cideries ; Culinary Tours ; ",20181201072716,,http://www.facebook.com/GrapeEscapes,4572952,Activity / Attraction,Thompson Okanagan,http://twitter.com/GrapeEscapes_ca,,2613,1464501.3650000005,518793.5560000008
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1641,Gray Monk Estate Winery,Wineries ;,"1055 Camp Rd, Lake Country, BC",1055 Camp Rd,1055 Camp Rd,V4V2H4,Lake Country,,,,www.graymonk.com,,50.0528335,-119.441793,Wine Tours ; ,20181201072716,,http://www.facebook.com/GrayMonk,4544451,Activity / Attraction,Thompson Okanagan,http://twitter.com/graymonkwinery,,1941,1468979.6659999993,581399.6779999956
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1642,Great Bear Lodge,Wildlife Viewing - Bear Watching ;,"6420 Hardy Bay Road, Port Hardy, BC","6420 Hardy Bay Road, Port Hardy, BC",6420 Hardy Bay Road,V0N2P0,Port Hardy,,,,www.greatbeartours.com,,50.7208228,-127.4966666,Wildlife Viewing - Bird Watching ; Wildlife Viewing - Other ; ,20181201072718,,http://www.facebook.com/greatbearlodge,100400,Activity / Attraction,Vancouver Island, ,,3069,894399.0900000007,635114.0739999991
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1643,Great Canadian Heli-Skiing,Skiing & Snowboarding - Heli Skiing ;,"55 KM West Hwy 1, Golden, BC","55 KM West Hwy 1, Golden, BC",55 KM West Hwy 1,V0A1H0,Golden,,,,www.canadianheli-skiing.com,,51.4805277,-117.4819565,Skiing & Snowboarding ; Backcountry Skiing ; Cat Skiing ; ,20181201072715,,http://www.facebook.com/GreatCanadianHeliSkiing,4543794,Activity / Attraction,Kootenay Rockies,http://twitter.com//TimCndnHeliSki,,1627,1589449.8359999983,754117.4980000006
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1644,Great Estates of the Okanagan Tour,Wine Tours ;,"38691 Hwy 97, Summerland, BC",38691 Hwy 97,38691 Hwy 97,V0H1T0,Summerland,,,,www.greatestatesokanagan.com,,49.6191113,-119.6798724,Wineries ; ,20181201072716,, ,4556913,Activity / Attraction,Thompson Okanagan, ,,2549,1456300.926000001,531811.4679999975
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1645,Great Northern Snowcat Skiing,Skiing & Snowboarding - Cat Skiing ;,"Back Country, Trout Lake, BC",31096 Coyote Valley Rd,Back Country,V0G1R0,Trout Lake,,,,www.greatnorthernsnowcat.com,,50.6455419,-117.5406647,Skiing & Snowboarding ; ,20181201072717,,http://www.facebook.com/pages/Great-Northern-Snowcat-Skiing/242161191565,4543080,Activity / Attraction,Kootenay Rockies, ,,3167,1596492.7090000017,661298.7629999993
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1646,Great River Fishing Adventures,Fishing - Freshwater ;,"9839 Candow St, Chilliwack, BC",9839 Candow Street,9839 Candow St,V2P4K5,Chilliwack,,,,www.greatriverfishing.com,,49.1808641,-121.955692,Wildlife Viewing - Bird Watching ; ,20181201072716,,http://www.facebook.com/greatriverfishing,4576896,Activity / Attraction,Vancouver Coast and Mountains,http://twitter.com/fishingsturgeon,,2151,1295001.3540000003,471153.7300000023
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1647,Green Island Coastal Charters Ltd.,Fishing - Saltwater ;,"Bay 2, Prince Rupert, BC","Bay 2, Prince Rupert, BC",Bay 2,V8J3R2,Prince Rupert,,,,www.greenislandcoastalcharters.com,,54.3084585,-130.3339398,Cruises & Boat Tours ; Sightseeing Tours ; Wildlife Viewing - Whale Watching ; ,20181201072717,,https://www.facebook.com/Green-Island-Coastal-Charters-Ltd-333724453494399/,4601482,Activity / Attraction,Northern British Columbia, ,,2769,718852.2299999997,1042647.1139999954
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1648,Greenheart TreeWalk at UBC Botanical Garden,Suspension Bridges ;,"6804 SW Marine Dr, Vancouver, BC",6804 SW Marine Dr,6804 SW Marine Dr,V6T1Z4,Vancouver,,,,www.botanicalgarden.ubc.ca,,49.254619,-123.250263,Gardens & City Parks ; Science & Nature ; Wildlife Viewing - Other ; ,20181201072717,,https://www.facebook.com/UBCgarden,4555357,Activity / Attraction,Vancouver Coast and Mountains,https://twitter.com/ubcgarden,,3389,1200312.767,474810.09400000516
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1649,Greenwood Visitor Centre,Visitor Services ;,"214 S Copper Avenue, Greenwood, BC","214 S Copper Avenue, Greenwood, BC",214 S Copper Avenue,V0H1J0,Greenwood,,,,www.greenwoodmuseum.com,,49.090294,-118.677434,,20181201072716,,https://www.facebook.com/GreenwoodMuseumBC/,4548008,Activity / Attraction,Thompson Okanagan, ,,2583,1534502.2740000002,480331.92100000195
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1650,Greywolf Golf Course,Golf - Golf Courses ;,"1860 Greywolf Dr, Panorama, BC",1860 Greywolf Dr,1860 Greywolf Dr,V0A1T0,Panorama,,,,www.greywolfgolf.com,,50.449256,-116.2482351,,20181201072716,,https://www.facebook.com/greywolfgolf,4542651,Golf Courses,Kootenay Rockies,https://twitter.com/#!/greywolfgolf,,2645,1690087.2239999992,651375.0259999996
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1651,Grist Mill and Gardens at Keremeos,Historic & Heritage Sites ;,"2691 Upper Bench Road, Keremeos, BC",2691 Upper Bench Road,2691 Upper Bench Road,V0X1N4,Keremeos,,,,http://www.oldgristmill.ca,,49.2139088,-119.8075102,Farms & Orchards ; Gardens ; Museums ; ,20181201072716,,https://www.facebook.com/OldGristMill,4595166,Activity / Attraction,Thompson Okanagan,http://www.twitter.com/old_grist_mill,,1657,1451043.719000001,486136.1140000019
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1652,Grizzli Winery,Wineries ;,"2550 Boucherie Road, West Kelowna, BC",16880 Westminster Hwy,2550 Boucherie Road,V1Z2E4,West Kelowna,,,,www.luluislandwinery.com,,49.8625607,-119.5552473,Wine Tours ; Culinary Tours ; Farms & Orchards ; ,20181201072717,,https://www.facebook.com/grizzliwinery?ref=aymt_homepage_panel,4595258,Activity / Attraction,Thompson Okanagan,https://twitter.com/grizzliwinery,,2667,1462813.0810000005,559579.5420000032
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1653,Grizzly Bear Ranch,Wildlife Viewing - Bear Watching ;,"16420 Highway 31, Meadow Creek, BC","16420 Highway 31, Meadow Creek, BC",16420 Highway 31,V0G1N0,Meadow Creek,,,,www.GrizzlyBearRanch.ca,,50.2441629,-116.9787482,River Rafting ; Hiking - Hiking ; Wildlife Viewing - Other ; ,20181201072718,, ,4552977,Activity / Attraction,Kootenay Rockies,https://twitter.com/grizbearranch,,3625,1641584.2679999997,621881.4860000033
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1654,Grizzly Bear Safari Tours,Wildlife Viewing - Bear Watching ;,"Knight Inlet, Minstrel Island, BC",2328 Suffolk Cres,Knight Inlet,V0P1L0,Minstrel Island,,,,www.grizzly-bear-watching.com,,50.6102602,-126.3084412,Wildlife Viewing - Whale Watching ; Sightseeing Tours ; Wildlife Viewing - Other ; ,20181201072717,,http://www.facebook.com/pages/Grizzly-Bear-Lodge-and-Safari/186334928059512,100084,Activity / Attraction,Vancouver Island,https://twitter.com/GrizzlyBearLodg,,2853,978182.0110000004,621737.1079999954
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1655,Grotto Spa at Tigh-Na-Mara,Spas ;,"1155 Resort Dr, Parksville, BC",1155 Resort Dr,1155 Resort Dr,V9P2E3,Parksville,,,,www.tigh-na-mara.com,,49.3085768,-124.263626,,20181201072717,, ,4555393,Activity / Attraction,Vancouver Island, ,,3151,1126363.41,478464.5879999995
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1656,Grouse Mountain Resort,Airtrams & Gondolas ;,"6400 Nancy Greene Way, North Vancouver, BC",6400 Nancy Greene Way,6400 Nancy Greene Way,V7R4K9,North Vancouver,,,,www.grousemountain.com,,49.372803,-123.0994892,Ziplining & Bungee Jumping ; Hiking - Hiking ; Skiing & Snowboarding ; ,20181201072716,,https://www.facebook.com/grousemountain,4543334,Activity / Attraction,Vancouver Coast and Mountains,https://twitter.com/grousemountain,,1419,1210752.4200000004,488370.05100000184
Destination BC,artsEntertainmentAndRecreation,"Arts, entertainment and recreation",HelloBC Activities and Attractions Listing,1657,Grouse Mountain Ski Resort,Skiing & Snowboarding ;,"6400 Nancy Greene Way, North Vancouver, BC",6400 Nancy Greene Way,6400 Nancy Greene Way,V7R4K9,North Vancouver,,,,www.grousemountain.com,,49.372803,-123.0994892,Winter Activities - Snowshoeing ; Airtrams & Gondolas ; Sleigh Ride Tours ; ,20181201072718,,http://www.facebook.com/grousemountain,4543492,Skiing & Snowboarding,Vancouver Coast and Mountains,http://twitter.com/grousemountain,,3601,1210752.4200000004,488370.05100000184
